2024,Institution,Location,Score,Subject
20,The_University_of_Sydney,Australia,83.5,Pharmacy__Pharmacology
21,University_of_MichiganAnn_Arbor,United_States,83.3,Pharmacy__Pharmacology
22,Kings_College_London,United_Kingdom,83.1,Pharmacy__Pharmacology
23,Peking_University,China_Mainland,83.0,Pharmacy__Pharmacology
24,King_Abdulaziz_University_KAU,Saudi_Arabia,82.4,Pharmacy__Pharmacology
25,KU_Leuven,Belgium,82.1,Pharmacy__Pharmacology
=26,Trinity_College_Dublin_The_University_of_Dublin,Ireland,81.5,Pharmacy__Pharmacology
=26,Uppsala_University,Sweden,81.5,Pharmacy__Pharmacology
28,Utrecht_University,Netherlands,81.3,Pharmacy__Pharmacology
29,ETH_Zurich__Swiss_Federal_Institute_of_Technology,Switzerland,81.1,Pharmacy__Pharmacology
=30,Columbia_University,United_States,80.7,Pharmacy__Pharmacology
=30,The_University_of_Queensland,Australia,80.7,Pharmacy__Pharmacology
32,University_of_Liverpool,United_Kingdom,80.6,Pharmacy__Pharmacology
33,University_of_Milan,Italy,80.4,Pharmacy__Pharmacology
34,University_of_Washington,United_States,80.3,Pharmacy__Pharmacology
=35,Queens_University_Belfast,United_Kingdom,80.1,Pharmacy__Pharmacology
=35,Tsinghua_University,China_Mainland,80.1,Pharmacy__Pharmacology
=35,University_of_British_Columbia,Canada,80.1,Pharmacy__Pharmacology
38,The_University_of_Edinburgh,United_Kingdom,80.0,Pharmacy__Pharmacology
39,University_of_Strathclyde,United_Kingdom,79.8,Pharmacy__Pharmacology
40,University_of_Texas_at_Austin,United_States,79.7,Pharmacy__Pharmacology
41,The_University_of_Tokyo,Japan,79.3,Pharmacy__Pharmacology
42,The_University_of_Melbourne,Australia,79.1,Pharmacy__Pharmacology
43,McGill_University,Canada,78.9,Pharmacy__Pharmacology
=44,Universidade_de_So_Paulo,Brazil,78.3,Pharmacy__Pharmacology
=44,University_of_Pennsylvania,United_States,78.3,Pharmacy__Pharmacology
=46,RuprechtKarlsUniversitt_Heidelberg,Germany,78.2,Pharmacy__Pharmacology
=46,University_of_Helsinki,Finland,78.2,Pharmacy__Pharmacology
=48,Sorbonne_University,France,78.1,Pharmacy__Pharmacology
=48,University_of_Alberta,Canada,78.1,Pharmacy__Pharmacology
=50,Nanyang_Technological_University_Singapore_NTU,Singapore,77.9,Pharmacy__Pharmacology
=50,University_of_Groningen,Netherlands,77.9,Pharmacy__Pharmacology
=50,Zhejiang_University,China_Mainland,77.9,Pharmacy__Pharmacology
53,Fudan_University,China_Mainland,77.7,Pharmacy__Pharmacology
54,The_University_of_Auckland,New_Zealand,77.5,Pharmacy__Pharmacology
55,LudwigMaximiliansUniversitt_Mnchen,Germany,77.4,Pharmacy__Pharmacology
=56,Duke_University,United_States,77.3,Pharmacy__Pharmacology
=56,King_Saud_University,Saudi_Arabia,77.3,Pharmacy__Pharmacology
58,University_of_Geneva,Switzerland,77.1,Pharmacy__Pharmacology
=59,Purdue_University,United_States,77.0,Pharmacy__Pharmacology
=59,University_of_Bristol,United_Kingdom,77.0,Pharmacy__Pharmacology
61,Seoul_National_University,South_Korea,76.7,Pharmacy__Pharmacology
=62,Universitat_de_Barcelona,Spain,76.6,Pharmacy__Pharmacology
=62,Vanderbilt_University,United_States,76.6,Pharmacy__Pharmacology
=64,Cairo_University,Egypt,76.5,Pharmacy__Pharmacology
66,University_of_Minnesota_Twin_Cities,United_States,76.4,Pharmacy__Pharmacology
=67,Freie_Universitaet_Berlin,Germany,76.1,Pharmacy__Pharmacology
=67,Universit_ParisSaclay,France,76.1,Pharmacy__Pharmacology
=67,University_of_Glasgow,United_Kingdom,76.1,Pharmacy__Pharmacology
=70,Cornell_University,United_States,76.0,Pharmacy__Pharmacology
=70,University_of_Basel,Switzerland,76.0,Pharmacy__Pharmacology
72,Universiti_Malaya_UM,Malaysia,75.9,Pharmacy__Pharmacology
=73,Shanghai_Jiao_Tong_University,China_Mainland,75.8,Pharmacy__Pharmacology
=73,University_of_Illinois_at_Chicago_UIC,United_States,75.8,Pharmacy__Pharmacology
75,The_University_of_Hong_Kong,Hong_Kong_SAR,75.7,Pharmacy__Pharmacology
=76,Kyoto_University,Japan,75.6,Pharmacy__Pharmacology
=76,Sapienza_University_of_Rome,Italy,75.6,Pharmacy__Pharmacology
=76,Universiti_Sains_Malaysia_USM,Malaysia,75.6,Pharmacy__Pharmacology
=79,The_Chinese_University_of_Hong_Kong_CUHK,Hong_Kong_SAR,75.5,Pharmacy__Pharmacology
=79,The_University_of_New_South_Wales_UNSW_Sydney,Australia,75.5,Pharmacy__Pharmacology
=81,Universidad_Nacional_Autnoma_de_Mxico_UNAM,Mexico,75.4,Pharmacy__Pharmacology
=81,Universit_di_Padova,Italy,75.4,Pharmacy__Pharmacology
84,University_of_WisconsinMadison,United_States,75.3,Pharmacy__Pharmacology
=85,Rutgers_UniversityNew_Brunswick,United_States,75.1,Pharmacy__Pharmacology
=85,University_of_Naples__Federico_II,Italy,75.1,Pharmacy__Pharmacology
=88,National_Taiwan_University_NTU,Taiwan,74.9,Pharmacy__Pharmacology
=88,Technical_University_of_Munich,Germany,74.9,Pharmacy__Pharmacology
=90,GoetheUniversity_Frankfurt_am_Main,Germany,74.7,Pharmacy__Pharmacology
=92,Sechenov_University,Russia,74.5,Pharmacy__Pharmacology
=92,University_of_Porto,Portugal,74.5,Pharmacy__Pharmacology
=94,Cardiff_University,United_Kingdom,74.4,Pharmacy__Pharmacology
=94,Universit_catholique_de_Louvain_UCLouvain,Belgium,74.4,Pharmacy__Pharmacology
=94,University_College_Cork,Ireland,74.4,Pharmacy__Pharmacology
=94,University_of_Birmingham,United_Kingdom,74.4,Pharmacy__Pharmacology
98,Ghent_University,Belgium,74.3,Pharmacy__Pharmacology
99,Complutense_University_of_Madrid,Spain,74.1,Pharmacy__Pharmacology
=100,_University_of_Dundee,United_Kingdom,74.0,Pharmacy__Pharmacology
=100,Newcastle_University,United_Kingdom,74.0,Pharmacy__Pharmacology
101-150,Alexandria_University_,Egypt,,Pharmacy__Pharmacology
101-150,Alma_Mater_Studiorum__University_of_Bologna,Italy,,Pharmacy__Pharmacology
101-150,Birla_Institute_of_Technology_and_Science_Pilani,India,,Pharmacy__Pharmacology
101-150,Boston_University,United_States,,Pharmacy__Pharmacology
101-150,Chulalongkorn_University,Thailand,,Pharmacy__Pharmacology
101-150,Eberhard_Karls_Universitt_Tbingen,Germany,,Pharmacy__Pharmacology
101-150,Emory_University,United_States,,Pharmacy__Pharmacology
101-150,Johannes_Gutenberg_Universitt_Mainz,Germany,,Pharmacy__Pharmacology
101-150,Korea_University,South_Korea,,Pharmacy__Pharmacology
101-150,Lebanese_University,Lebanon,,Pharmacy__Pharmacology
101-150,Lomonosov_Moscow_State_University,Russia,,Pharmacy__Pharmacology
101-150,Mahidol_University,Thailand,,Pharmacy__Pharmacology
101-150,Nanjing_University,China_Mainland,,Pharmacy__Pharmacology
101-150,National_and_Kapodistrian_University_of_Athens,Greece,,Pharmacy__Pharmacology
101-150,New_York_University_NYU,United_States,,Pharmacy__Pharmacology
101-150,Qatar_University,Qatar,,Pharmacy__Pharmacology
101-150,Rheinische_FriedrichWilhelmsUniversitt_Bonn,Germany,,Pharmacy__Pharmacology
101-150,Sichuan_University,China_Mainland,,Pharmacy__Pharmacology
101-150,The_Ohio_State_University,United_States,,Pharmacy__Pharmacology
101-150,The_University_of_Adelaide,Australia,,Pharmacy__Pharmacology
101-150,Universidad_de_Buenos_Aires_UBA,Argentina,,Pharmacy__Pharmacology
101-150,Universidade_Estadual_de_Campinas_Unicamp,Brazil,,Pharmacy__Pharmacology
101-150,Universit_degli_Studi_di_Pavia,Italy,,Pharmacy__Pharmacology
101-150,Universit_Claude_Bernard_Lyon_1,France,,Pharmacy__Pharmacology
101-150,Universit_de_Montpellier,France,,Pharmacy__Pharmacology
101-150,Universit_de_Montral_,Canada,,Pharmacy__Pharmacology
101-150,Universit_de_Strasbourg,France,,Pharmacy__Pharmacology
101-150,Universiti_Kebangsaan_Malaysia_UKM,Malaysia,,Pharmacy__Pharmacology
101-150,University_Duesseldorf,Germany,,Pharmacy__Pharmacology
101-150,University_of_Bath,United_Kingdom,,Pharmacy__Pharmacology
101-150,University_of_Coimbra,Portugal,,Pharmacy__Pharmacology
101-150,University_of_Florence,Italy,,Pharmacy__Pharmacology
101-150,University_of_Florida,United_States,,Pharmacy__Pharmacology
101-150,University_of_Jordan,Jordan,,Pharmacy__Pharmacology
101-150,University_of_Leeds,United_Kingdom,,Pharmacy__Pharmacology
101-150,University_of_Lisbon_,Portugal,,Pharmacy__Pharmacology
101-150,University_of_Oslo,Norway,,Pharmacy__Pharmacology
101-150,University_of_Otago,New_Zealand,,Pharmacy__Pharmacology
101-150,University_of_Pisa,Italy,,Pharmacy__Pharmacology
101-150,University_of_Pittsburgh,United_States,,Pharmacy__Pharmacology
101-150,University_of_Technology_Sydney,Australia,,Pharmacy__Pharmacology
101-150,University_of_Utah,United_States,,Pharmacy__Pharmacology
101-150,University_of_Zurich,Switzerland,,Pharmacy__Pharmacology
101-150,Vrije_Universiteit_Amsterdam,Netherlands,,Pharmacy__Pharmacology
101-150,Western_University,Canada,,Pharmacy__Pharmacology
101-150,Yonsei_University,South_Korea,,Pharmacy__Pharmacology
151-200,Ain_Shams_University_,Egypt,,Pharmacy__Pharmacology
151-200,Amity_University,India,,Pharmacy__Pharmacology
151-200,Aristotle_University_of_Thessaloniki,Greece,,Pharmacy__Pharmacology
151-200,Charles_University,Czech_Republic,,Pharmacy__Pharmacology
151-200,Curtin_University,Australia,,Pharmacy__Pharmacology
151-200,Griffith_University,Australia,,Pharmacy__Pharmacology
151-200,Hanyang_University,South_Korea,,Pharmacy__Pharmacology
151-200,Hokkaido_University,Japan,,Pharmacy__Pharmacology
151-200,Jamia_Hamdard,India,,Pharmacy__Pharmacology
151-200,Kyushu_University,Japan,,Pharmacy__Pharmacology
151-200,Manipal_Academy_of_Higher_Education_Manipal_Karnataka_India,India,,Pharmacy__Pharmacology
151-200,Osaka_University,Japan,,Pharmacy__Pharmacology
151-200,Queen_Mary_University_of_London,United_Kingdom,,Pharmacy__Pharmacology
151-200,Queensland_University_of_Technology_QUT,Australia,,Pharmacy__Pharmacology
151-200,Sun_Yatsen_University,China_Mainland,,Pharmacy__Pharmacology
151-200,Sungkyunkwan_UniversitySKKU,South_Korea,,Pharmacy__Pharmacology
151-200,Taipei_Medical_University_TMU,Taiwan,,Pharmacy__Pharmacology
151-200,Technical_University_of_Denmark,Denmark,,Pharmacy__Pharmacology
151-200,The_University_of_Arizona,United_States,,Pharmacy__Pharmacology
151-200,The_University_of_Western_Australia,Australia,,Pharmacy__Pharmacology
151-200,Tohoku_University,Japan,,Pharmacy__Pharmacology
151-200,Universidad_Autnoma_de_Madrid,Spain,,Pharmacy__Pharmacology
151-200,Universidad_de_Chile,Chile,,Pharmacy__Pharmacology
151-200,Universidade_de_Santiago_de_Compostela,Spain,,Pharmacy__Pharmacology
151-200,Universidade_Federal_de_So_Paulo,Brazil,,Pharmacy__Pharmacology
151-200,Universidade_Federal_do_Rio_de_Janeiro,Brazil,,Pharmacy__Pharmacology
151-200,Universitat_Autnoma_de_Barcelona,Spain,,Pharmacy__Pharmacology
151-200,Universitat_de_Valencia,Spain,,Pharmacy__Pharmacology
151-200,Universit_de_Lille,France,,Pharmacy__Pharmacology
151-200,Universiti_Putra_Malaysia_UPM,Malaysia,,Pharmacy__Pharmacology
151-200,University_College_Dublin,Ireland,,Pharmacy__Pharmacology
151-200,University_of_Aberdeen,United_Kingdom,,Pharmacy__Pharmacology
151-200,University_of_Bern,Switzerland,,Pharmacy__Pharmacology
151-200,University_of_California_Irvine,United_States,,Pharmacy__Pharmacology
151-200,University_of_Cape_Town,South_Africa,,Pharmacy__Pharmacology
151-200,University_of_Granada,Spain,,Pharmacy__Pharmacology
151-200,University_of_Iowa,United_States,,Pharmacy__Pharmacology
151-200,University_of_Karachi,Pakistan,,Pharmacy__Pharmacology
151-200,University_of_Mississippi,United_States,,Pharmacy__Pharmacology
151-200,University_of_Ottawa,Canada,,Pharmacy__Pharmacology
151-200,University_of_South_Australia,Australia,,Pharmacy__Pharmacology
151-200,University_of_Southampton,United_Kingdom,,Pharmacy__Pharmacology
151-200,University_of_Southern_California,United_States,,Pharmacy__Pharmacology
151-200,University_of_Vienna,Austria,,Pharmacy__Pharmacology
201-250,Aarhus_University,Denmark,,Pharmacy__Pharmacology
201-250,Ajman_University,United_Arab_Emirates,,Pharmacy__Pharmacology
201-250,Ajou_University_,South_Korea,,Pharmacy__Pharmacology
201-250,ChungAng_University_CAU,South_Korea,,Pharmacy__Pharmacology
201-250,Hacettepe_University_,Turkey,,Pharmacy__Pharmacology
201-250,Huazhong_University_of_Science_and_Technology,China_Mainland,,Pharmacy__Pharmacology
201-250,Jagiellonian_University,Poland,,Pharmacy__Pharmacology
201-250,Jordan_University_of_Science__Technology,Jordan,,Pharmacy__Pharmacology
201-250,JuliusMaximiliansUniversitt_Wrzburg,Germany,,Pharmacy__Pharmacology
201-250,Lund_University,Sweden,,Pharmacy__Pharmacology
201-250,Mansoura_University,Egypt,,Pharmacy__Pharmacology
201-250,Nagoya_University,Japan,,Pharmacy__Pharmacology
201-250,North_Carolina_State_University,United_States,,Pharmacy__Pharmacology
201-250,Northeastern_University,United_States,,Pharmacy__Pharmacology
201-250,Panjab_University,India,,Pharmacy__Pharmacology
201-250,Pennsylvania_State_University,United_States,,Pharmacy__Pharmacology
201-250,Pontificia_Universidad_Catlica_de_Chile_UC,Chile,,Pharmacy__Pharmacology
201-250,QuaidiAzam_University,Pakistan,,Pharmacy__Pharmacology
201-250,Taylors_University,Malaysia,,Pharmacy__Pharmacology
201-250,The_University_of_Newcastle_Australia_UON,Australia,,Pharmacy__Pharmacology
201-250,The_University_of_Sheffield,United_Kingdom,,Pharmacy__Pharmacology
201-250,UNESP,Brazil,,Pharmacy__Pharmacology
201-250,United_Arab_Emirates_University,United_Arab_Emirates,,Pharmacy__Pharmacology
201-250,Universidade_Federal_de_Minas_Gerais______,Brazil,,Pharmacy__Pharmacology
201-250,Universita_degli_Studi_di_Ferrara,Italy,,Pharmacy__Pharmacology
201-250,Universitt_Hamburg,Germany,,Pharmacy__Pharmacology
201-250,Universitt_Innsbruck,Austria,,Pharmacy__Pharmacology
201-250,Universite_libre_de_Bruxelles,Belgium,,Pharmacy__Pharmacology
201-250,Universit_Paul_Sabatier_Toulouse_III,France,,Pharmacy__Pharmacology
201-250,University_at_Buffalo_SUNY,United_States,,Pharmacy__Pharmacology
201-250,University_of_Antwerp,Belgium,,Pharmacy__Pharmacology
201-250,University_of_Belgrade,Serbia,,Pharmacy__Pharmacology
201-250,University_of_Bordeaux,France,,Pharmacy__Pharmacology
201-250,University_of_California_Santa_Barbara_UCSB,United_States,,Pharmacy__Pharmacology
201-250,University_of_Cincinnati,United_States,,Pharmacy__Pharmacology
201-250,University_of_Kansas,United_States,,Pharmacy__Pharmacology
201-250,University_of_Kentucky,United_States,,Pharmacy__Pharmacology
201-250,University_of_Lausanne,Switzerland,,Pharmacy__Pharmacology
201-250,University_of_Manitoba,Canada,,Pharmacy__Pharmacology
201-250,University_of_Rochester,United_States,,Pharmacy__Pharmacology
201-250,University_of_Rome_Tor_Vergata,Italy,,Pharmacy__Pharmacology
201-250,University_of_Science_and_Technology_of_China,China_Mainland,,Pharmacy__Pharmacology
201-250,University_of_South_Florida,United_States,,Pharmacy__Pharmacology
201-250,University_of_Waterloo,Canada,,Pharmacy__Pharmacology
201-250,Vellore_Institute_of_Technology_VIT,India,,Pharmacy__Pharmacology
201-250,Virginia_Commonwealth_University,United_States,,Pharmacy__Pharmacology
201-250,Westflische_WilhelmsUniversitt_Mnster_,Germany,,Pharmacy__Pharmacology
201-250,Xian_Jiaotong_University,China_Mainland,,Pharmacy__Pharmacology
251-300,AixMarseille_University,France,,Pharmacy__Pharmacology
251-300,Al_Ain_University,United_Arab_Emirates,,Pharmacy__Pharmacology
251-300,AlAzhar_University,Egypt,,Pharmacy__Pharmacology
251-300,AlbertLudwigsUniversitaet_Freiburg,Germany,,Pharmacy__Pharmacology
251-300,American_University_of_Beirut_AUB,Lebanon,,Pharmacy__Pharmacology
251-300,Banaras_Hindu_University,India,,Pharmacy__Pharmacology
251-300,Chiang_Mai_University,Thailand,,Pharmacy__Pharmacology
251-300,ChristianAlbrechtsUniversity_zu_Kiel,Germany,,Pharmacy__Pharmacology
251-300,Chungnam_National_University,South_Korea,,Pharmacy__Pharmacology
251-300,COMSATS_University_Islamabad,Pakistan,,Pharmacy__Pharmacology
251-300,Dalhousie_University,Canada,,Pharmacy__Pharmacology
251-300,Georgetown_University,United_States,,Pharmacy__Pharmacology
251-300,Instituto_Politcnico_Nacional_IPN,Mexico,,Pharmacy__Pharmacology
251-300,International_Islamic_University_Malaysia_IIUM,Malaysia,,Pharmacy__Pharmacology
251-300,Jadavpur_University,India,,Pharmacy__Pharmacology
251-300,Jilin_University,China_Mainland,,Pharmacy__Pharmacology
251-300,Jouf_University,Saudi_Arabia,,Pharmacy__Pharmacology
251-300,Keio_University,Japan,,Pharmacy__Pharmacology
251-300,Kyung_Hee_University,South_Korea,,Pharmacy__Pharmacology
251-300,Liverpool_John_Moores_University,United_Kingdom,,Pharmacy__Pharmacology
251-300,Michigan_State_University,United_States,,Pharmacy__Pharmacology
251-300,Moscow_Institute_of_Physics_and_Technology_MIPT__Moscow_Phystech,Russia,,Pharmacy__Pharmacology
251-300,National_Cheng_Kung_University_NCKU,Taiwan,,Pharmacy__Pharmacology
251-300,RUDN_University,Russia,,Pharmacy__Pharmacology
251-300,Technische_Universitt_Dresden,Germany,,Pharmacy__Pharmacology
251-300,Texas_AM_University,United_States,,Pharmacy__Pharmacology
251-300,The_Hebrew_University_of_Jerusalem,Israel,,Pharmacy__Pharmacology
251-300,Ulster_University,United_Kingdom,,Pharmacy__Pharmacology
251-300,Umm_AlQura_University_,Saudi_Arabia,,Pharmacy__Pharmacology
251-300,Universidad_de_Concepcin,Chile,,Pharmacy__Pharmacology
251-300,Universidad_de_Sevilla,Spain,,Pharmacy__Pharmacology
251-300,Universidade_Federal_do_Rio_Grande_Do_Sul_,Brazil,,Pharmacy__Pharmacology
251-300,Universit_degli_Studi_di_Perugia,Italy,,Pharmacy__Pharmacology
251-300,Universit_Grenoble_Alpes,France,,Pharmacy__Pharmacology
251-300,Universiti_Teknologi_MARA__UiTM,Malaysia,,Pharmacy__Pharmacology
251-300,University_of_East_Anglia_UEA,United_Kingdom,,Pharmacy__Pharmacology
251-300,University_of_Galway,Ireland,,Pharmacy__Pharmacology
251-300,University_of_Genoa,Italy,,Pharmacy__Pharmacology
251-300,University_of_Gttingen,Germany,,Pharmacy__Pharmacology
251-300,University_of_Messina_UniME,Italy,,Pharmacy__Pharmacology
251-300,University_of_Navarra,Spain,,Pharmacy__Pharmacology
251-300,University_of_Parma,Italy,,Pharmacy__Pharmacology
251-300,University_of_Salerno,Italy,,Pharmacy__Pharmacology
251-300,University_of_Saskatchewan,Canada,,Pharmacy__Pharmacology
251-300,University_of_Szeged,Hungary,,Pharmacy__Pharmacology
251-300,University_of_Turin,Italy,,Pharmacy__Pharmacology
251-300,Vrije_Universiteit_Brussel_VUB,Belgium,,Pharmacy__Pharmacology
251-300,Wuhan_University,China_Mainland,,Pharmacy__Pharmacology
301-350,Airlangga_University,Indonesia,,Pharmacy__Pharmacology
301-350,Assiut_University_,Egypt,,Pharmacy__Pharmacology
301-350,Catania_University,Italy,,Pharmacy__Pharmacology
301-350,Central_South_University,China_Mainland,,Pharmacy__Pharmacology
301-350,Chiba_University,Japan,,Pharmacy__Pharmacology
301-350,Deakin_University,Australia,,Pharmacy__Pharmacology
301-350,Ewha_Womans_University,South_Korea,,Pharmacy__Pharmacology
301-350,Gazi_niversitesi,Turkey,,Pharmacy__Pharmacology
301-350,Indian_Institute_of_Technology_Bombay_IITB,India,,Pharmacy__Pharmacology
301-350,Khon_Kaen_University,Thailand,,Pharmacy__Pharmacology
301-350,King_Faisal_University,Saudi_Arabia,,Pharmacy__Pharmacology
301-350,La_Trobe_University,Australia,,Pharmacy__Pharmacology
301-350,National_Yang_Ming_Chiao_Tung_University,Taiwan,,Pharmacy__Pharmacology
301-350,PhilippsUniversitt_Marburg_,Germany,,Pharmacy__Pharmacology
301-350,SRM_INSTITUTE_OF_SCIENCE_AND_TECHNOLOGY,India,,Pharmacy__Pharmacology
301-350,Stellenbosch_University,South_Africa,,Pharmacy__Pharmacology
301-350,Tel_Aviv_University,Israel,,Pharmacy__Pharmacology
301-350,Temple_University,United_States,,Pharmacy__Pharmacology
301-350,The_University_of_Georgia,United_States,,Pharmacy__Pharmacology
301-350,The_University_of_Lahore,Pakistan,,Pharmacy__Pharmacology
301-350,Tianjin_University,China_Mainland,,Pharmacy__Pharmacology
301-350,Tufts_University,United_States,,Pharmacy__Pharmacology
301-350,Universidad_Nacional_de_Crdoba__UNC,Argentina,,Pharmacy__Pharmacology
301-350,Universita_degli_Studi_G_dAnnunzio_Chieti_Pescara,Italy,,Pharmacy__Pharmacology
301-350,Universitt_Leipzig,Germany,,Pharmacy__Pharmacology
301-350,Universit_de_Lige,Belgium,,Pharmacy__Pharmacology
301-350,Universit_Laval,Canada,,Pharmacy__Pharmacology
301-350,University_of_Crete,Greece,,Pharmacy__Pharmacology
301-350,University_of_Eastern_Finland,Finland,,Pharmacy__Pharmacology
301-350,University_of_Gothenburg,Sweden,,Pharmacy__Pharmacology
301-350,University_of_Ljubljana,Slovenia,,Pharmacy__Pharmacology
301-350,University_of_Macau,Macau_SAR,,Pharmacy__Pharmacology
301-350,University_of_Sharjah,United_Arab_Emirates,,Pharmacy__Pharmacology
301-350,University_of_Tasmania,Australia,,Pharmacy__Pharmacology
301-350,University_of_Tehran,Iran_Islamic_Republic_of,,Pharmacy__Pharmacology
301-350,University_of_the_Basque_Country,Spain,,Pharmacy__Pharmacology
301-350,University_of_the_Punjab,Pakistan,,Pharmacy__Pharmacology
301-350,University_of_Witwatersrand,South_Africa,,Pharmacy__Pharmacology
301-350,University_of_York,United_Kingdom,,Pharmacy__Pharmacology
301-350,Xiamen_University,China_Mainland,,Pharmacy__Pharmacology
301-350,Yeshiva_University,United_States,,Pharmacy__Pharmacology
351-360,FriedrichAlexanderUniversitt_ErlangenNrnberg,Germany,,Pharmacy__Pharmacology
351-360,MartinLutherUniversitt_HalleWittenberg,Germany,,Pharmacy__Pharmacology
351-360,Queens_University_at_Kingston,Canada,,Pharmacy__Pharmacology
351-360,The_Hong_Kong_Polytechnic_University,Hong_Kong_SAR,,Pharmacy__Pharmacology
351-360,Universit_Sorbonne_Paris_Nord,France,,Pharmacy__Pharmacology
351-360,University_of_Leicester,United_Kingdom,,Pharmacy__Pharmacology
351-360,University_of_Salamanca,Spain,,Pharmacy__Pharmacology
351-360,University_of_Siena,Italy,,Pharmacy__Pharmacology
1,Harvard_University,United_States,97.8,Psychology
2,University_of_Oxford,United_Kingdom,94.2,Psychology
3,University_of_Cambridge,United_Kingdom,92.8,Psychology
4,Stanford_University,United_States,92.4,Psychology
5,UCL,United_Kingdom,91.3,Psychology
6,Yale_University,United_States,89.1,Psychology
7,University_of_MichiganAnn_Arbor,United_States,87.6,Psychology
8,University_of_Amsterdam,Netherlands,87.5,Psychology
9,University_of_California_Los_Angeles_UCLA,United_States,87.3,Psychology
10,Columbia_University,United_States,87.0,Psychology
11,University_of_California_Berkeley_UCB,United_States,86.6,Psychology
12,Massachusetts_Institute_of_Technology_MIT_,United_States,85.7,Psychology
13,University_of_Toronto,Canada,85.1,Psychology
14,New_York_University_NYU,United_States,84.2,Psychology
15,KU_Leuven,Belgium,83.8,Psychology
16,Kings_College_London,United_Kingdom,83.7,Psychology
17,University_of_Pennsylvania,United_States,83.6,Psychology
18,National_University_of_Singapore_NUS,Singapore,82.9,Psychology
19,University_of_British_Columbia,Canada,82.7,Psychology
20,Princeton_University,United_States,82.4,Psychology
21,The_University_of_Melbourne,Australia,82.2,Psychology
22,University_of_Chicago,United_States,82.1,Psychology
23,The_London_School_of_Economics_and_Political_Science_LSE,United_Kingdom,82.0,Psychology
24,The_University_of_Edinburgh,United_Kingdom,81.3,Psychology
25,Utrecht_University,Netherlands,81.2,Psychology
26,McGill_University,Canada,80.4,Psychology
27,Northwestern_University,United_States,80.0,Psychology
28,Nanyang_Technological_University_Singapore_NTU,Singapore,79.9,Psychology
29,University_of_Groningen,Netherlands,79.7,Psychology
30,The_University_of_New_South_Wales_UNSW_Sydney,Australia,79.3,Psychology
=31,The_University_of_Sydney,Australia,79.0,Psychology
=31,University_of_Texas_at_Austin,United_States,79.0,Psychology
33,The_University_of_Queensland,Australia,78.9,Psychology
34,The_University_of_Hong_Kong,Hong_Kong_SAR,78.4,Psychology
35,Peking_University,China_Mainland,78.3,Psychology
36,University_of_Illinois_at_UrbanaChampaign,United_States,77.5,Psychology
=37,The_University_of_Manchester,United_Kingdom,77.2,Psychology
=37,University_of_Minnesota_Twin_Cities,United_States,77.2,Psychology
=37,Vrije_Universiteit_Amsterdam,Netherlands,77.2,Psychology
40,Pennsylvania_State_University,United_States,76.8,Psychology
41,The_Chinese_University_of_Hong_Kong_CUHK,Hong_Kong_SAR,76.6,Psychology
=42,Erasmus_University_Rotterdam_,Netherlands,76.3,Psychology
=42,University_of_Zurich,Switzerland,76.3,Psychology
44,Duke_University,United_States,76.0,Psychology
45,The_University_of_Auckland,New_Zealand,75.9,Psychology
46,Johns_Hopkins_University,United_States,75.8,Psychology
=47,LudwigMaximiliansUniversitt_Mnchen,Germany,75.7,Psychology
=47,University_of_Maryland_College_Park,United_States,75.7,Psychology
49,University_of_Washington,United_States,75.5,Psychology
=50,University_of_California_San_Diego_UCSD,United_States,75.2,Psychology
=50,University_of_North_Carolina_Chapel_Hill,United_States,75.2,Psychology
=52,Boston_University,United_States,74.5,Psychology
=52,Monash_University,Australia,74.5,Psychology
=54,Carnegie_Mellon_University,United_States,74.3,Psychology
=54,Michigan_State_University,United_States,74.3,Psychology
56,Leiden_University,Netherlands,74.2,Psychology
57,Sapienza_University_of_Rome,Italy,74.1,Psychology
=58,HumboldtUniversitt_zu_Berlin,Germany,74.0,Psychology
=58,Maastricht_University_,Netherlands,74.0,Psychology
=58,University_of_Birmingham,United_Kingdom,74.0,Psychology
61,Alma_Mater_Studiorum__University_of_Bologna,Italy,73.9,Psychology
=62,Tilburg_University,Netherlands,73.8,Psychology
=62,Universidad_Nacional_Autnoma_de_Mxico_UNAM,Mexico,73.8,Psychology
=62,University_of_Nottingham,United_Kingdom,73.8,Psychology
65,Universitat_de_Barcelona,Spain,73.7,Psychology
66,Ghent_University,Belgium,73.4,Psychology
67,University_of_Southern_California,United_States,73.3,Psychology
68,Pontificia_Universidad_Catlica_de_Chile_UC,Chile,73.2,Psychology
69,The_University_of_Warwick,United_Kingdom,73.1,Psychology
70,University_of_WisconsinMadison,United_States,73.0,Psychology
71,University_of_Bristol,United_Kingdom,72.9,Psychology
=72,Radboud_University_,Netherlands,72.8,Psychology
=72,University_of_Helsinki,Finland,72.8,Psychology
74,Durham_University,United_Kingdom,72.7,Psychology
75,Universit_di_Padova,Italy,72.6,Psychology
=77,The_University_of_Tokyo,Japan,72.3,Psychology
=77,Trinity_College_Dublin_The_University_of_Dublin,Ireland,72.3,Psychology
=77,University_of_Vienna,Austria,72.3,Psychology
=80,Arizona_State_University,United_States,72.1,Psychology
=80,Cornell_University,United_States,72.1,Psychology
=82,Aarhus_University,Denmark,71.9,Psychology
=82,Cardiff_University,United_Kingdom,71.9,Psychology
=82,Tsinghua_University,China_Mainland,71.9,Psychology
