2024,Institution,Location,Score,Subject
401-450,Tampere_University,Finland,,Arts__Humanities
401-450,Temple_University,United_States,,Arts__Humanities
401-450,Thammasat_University,Thailand,,Arts__Humanities
401-450,The_University_of_Georgia,United_States,,Arts__Humanities
401-450,Tilburg_University,Netherlands,,Arts__Humanities
401-450,Tomsk_State_University,Russia,,Arts__Humanities
401-450,United_Arab_Emirates_University,United_Arab_Emirates,,Arts__Humanities
401-450,Universidad_Carlos_III_de_Madrid_UC3M,Spain,,Arts__Humanities
401-450,Universidad_de_Guadalajara_UDG,Mexico,,Arts__Humanities
401-450,Universidad_de_La_Sabana,Colombia,,Arts__Humanities
401-450,Universidad_de_los_Andes__Chile,Chile,,Arts__Humanities
401-450,Universidad_de_Zaragoza,Spain,,Arts__Humanities
401-450,Universidad_Nacional_Mayor_de_San_Marcos,Peru,,Arts__Humanities
401-450,Universidade_Federal_de_Santa_Catarina_,Brazil,,Arts__Humanities
401-450,Universit_degli_Studi_di_Pavia,Italy,,Arts__Humanities
401-450,Universitat_Politcnica_de_Valncia,Spain,,Arts__Humanities
401-450,Universiti_Teknologi_MARA__UiTM,Malaysia,,Arts__Humanities
401-450,University_at_Buffalo_SUNY,United_States,,Arts__Humanities
401-450,University_of_Belgrade,Serbia,,Arts__Humanities
401-450,University_of_Bucharest,Romania,,Arts__Humanities
401-450,University_of_Macau,Macau_SAR,,Arts__Humanities
401-450,University_of_Rome_Tor_Vergata,Italy,,Arts__Humanities
401-450,University_of_Tsukuba,Japan,,Arts__Humanities
401-450,University_of_Waikato,New_Zealand,,Arts__Humanities
401-450,Virginia_Polytechnic_Institute_and_State_University,United_States,,Arts__Humanities
401-450,Washington_State_University,United_States,,Arts__Humanities
401-450,Xian_Jiaotong_University,China_Mainland,,Arts__Humanities
451-500,Airlangga_University,Indonesia,,Arts__Humanities
451-500,Ajman_University,United_Arab_Emirates,,Arts__Humanities
451-500,Al_Ain_University,United_Arab_Emirates,,Arts__Humanities
451-500,AlAhliyya_Amman_University,Jordan,,Arts__Humanities
451-500,Ankara_niversitesi,Turkey,,Arts__Humanities
451-500,Aston_University,United_Kingdom,,Arts__Humanities
451-500,Australian_Catholic_University,Australia,,Arts__Humanities
451-500,Bandung_Institute_of_Technology_ITB,Indonesia,,Arts__Humanities
451-500,Chiang_Mai_University,Thailand,,Arts__Humanities
451-500,Fordham_University_,United_States,,Arts__Humanities
451-500,Hokkaido_University,Japan,,Arts__Humanities
451-500,Huazhong_University_of_Science_and_Technology,China_Mainland,,Arts__Humanities
451-500,Jilin_University,China_Mainland,,Arts__Humanities
451-500,Khoja_Akhmet_Yassawi_International_KazakhTurkish_University,Kazakhstan,,Arts__Humanities
451-500,King_Fahd_University_of_Petroleum__Minerals,Saudi_Arabia,,Arts__Humanities
451-500,Maastricht_University_,Netherlands,,Arts__Humanities
451-500,Maynooth_University,Ireland,,Arts__Humanities
451-500,National_Sun_Yatsen_University,Taiwan,,Arts__Humanities
451-500,North_Carolina_State_University,United_States,,Arts__Humanities
451-500,Northumbria_University_at_Newcastle,United_Kingdom,,Arts__Humanities
451-500,Novosibirsk_State_University,Russia,,Arts__Humanities
451-500,Paul_Valry_University_Montpellier,France,,Arts__Humanities
451-500,Pontifcia_Universidade_Catlica_de_So_Paulo,Brazil,,Arts__Humanities
451-500,Southeast_University,China_Mainland,,Arts__Humanities
451-500,Stony_Brook_University_State_University_of_New_York,United_States,,Arts__Humanities
451-500,Syracuse_University,United_States,,Arts__Humanities
451-500,Umea_University,Sweden,,Arts__Humanities
451-500,Universidad_Alberto_Hurtado,Chile,,Arts__Humanities
451-500,Universidad_de_Concepcin,Chile,,Arts__Humanities
451-500,Universidad_de_Costa_Rica,Costa_Rica,,Arts__Humanities
451-500,Universidade_de_Braslia,Brazil,,Arts__Humanities
451-500,Universitt_Innsbruck,Austria,,Arts__Humanities
451-500,Universitt_Jena,Germany,,Arts__Humanities
451-500,Universitt_Stuttgart,Germany,,Arts__Humanities
451-500,Universiti_Utara_Malaysia_UUM,Malaysia,,Arts__Humanities
451-500,University_of_Brighton,United_Kingdom,,Arts__Humanities
451-500,University_of_Cincinnati,United_States,,Arts__Humanities
451-500,University_of_Genoa,Italy,,Arts__Humanities
451-500,University_of_Johannesburg,South_Africa,,Arts__Humanities
451-500,University_of_Jyvskyl,Finland,,Arts__Humanities
451-500,University_of_Ljubljana,Slovenia,,Arts__Humanities
451-500,University_of_Manitoba,Canada,,Arts__Humanities
451-500,University_of_Miami,United_States,,Arts__Humanities
451-500,University_of_New_England_Australia,Australia,,Arts__Humanities
451-500,University_of_Stirling,United_Kingdom,,Arts__Humanities
451-500,University_of_Strathclyde,United_Kingdom,,Arts__Humanities
451-500,University_of_Szeged,Hungary,,Arts__Humanities
451-500,University_of_Westminster,United_Kingdom,,Arts__Humanities
451-500,University_of_Wroclaw,Poland,,Arts__Humanities
451-500,University_of_Zagreb,Croatia,,Arts__Humanities
501-550,Aberystwyth_University,United_Kingdom,,Arts__Humanities
501-550,Beijing_Institute_of_Technology,China_Mainland,,Arts__Humanities
501-550,Coventry_University,United_Kingdom,,Arts__Humanities
501-550,Dongguk_University_,South_Korea,,Arts__Humanities
501-550,Doshisha_University,Japan,,Arts__Humanities
501-550,Florida_International_University,United_States,,Arts__Humanities
501-550,Gazi_niversitesi,Turkey,,Arts__Humanities
501-550,Hitotsubashi_University,Japan,,Arts__Humanities
501-550,Indian_Institute_of_Technology_Guwahati_IITG,India,,Arts__Humanities
501-550,Institut_Polytechnique_de_Paris,France,,Arts__Humanities
501-550,International_Islamic_University_Malaysia_IIUM,Malaysia,,Arts__Humanities
501-550,Iowa_State_University,United_States,,Arts__Humanities
501-550,JustusLiebigUniversity_Giessen,Germany,,Arts__Humanities
501-550,KIT_Karlsruhe_Institute_of_Technology,Germany,,Arts__Humanities
501-550,Kobe_University,Japan,,Arts__Humanities
501-550,Loyola_University_Chicago,United_States,,Arts__Humanities
501-550,MartinLutherUniversitt_HalleWittenberg,Germany,,Arts__Humanities
501-550,National_Technical_University_of_Athens,Greece,,Arts__Humanities
501-550,National_Yang_Ming_Chiao_Tung_University,Taiwan,,Arts__Humanities
501-550,Palack_University_Olomouc,Czech_Republic,,Arts__Humanities
501-550,Pusan_National_University,South_Korea,,Arts__Humanities
501-550,Sunway_University,Malaysia,,Arts__Humanities
501-550,Technische_Universitt_Dresden,Germany,,Arts__Humanities
501-550,Technische_Universitt_Wien,Austria,,Arts__Humanities
501-550,The_University_of_Alabama,United_States,,Arts__Humanities
501-550,Universidad_Torcuato_Di_Tella,Argentina,,Arts__Humanities
501-550,Universidade_Catlica_Portuguesa__UCP,Portugal,,Arts__Humanities
501-550,Universidade_Federal_Fluminense_,Brazil,,Arts__Humanities
501-550,Universitt_Bremen,Germany,,Arts__Humanities
501-550,Universit_de_Fribourg,Switzerland,,Arts__Humanities
501-550,Universit_de_Lige,Belgium,,Arts__Humanities
501-550,University_of_Alicante,Spain,,Arts__Humanities
501-550,University_of_Cyprus_UCY,Cyprus,,Arts__Humanities
501-550,University_of_Dhaka,Bangladesh,,Arts__Humanities
501-550,University_of_Haifa,Israel,,Arts__Humanities
501-550,University_of_Missouri_Columbia,United_States,,Arts__Humanities
501-550,University_of_Murcia,Spain,,Arts__Humanities
501-550,University_of_New_Mexico,United_States,,Arts__Humanities
501-550,University_of_North_Texas,United_States,,Arts__Humanities
501-550,University_of_Siena,Italy,,Arts__Humanities
501-550,University_of_South_Carolina,United_States,,Arts__Humanities
501-550,University_of_Tasmania,Australia,,Arts__Humanities
501-550,University_of_the_West_of_England,United_Kingdom,,Arts__Humanities
501-550,University_of_Troms_The_Arctic_University_of_Norway,Norway,,Arts__Humanities
501-550,University_of_Twente,Netherlands,,Arts__Humanities
501-550,Yarmouk_University,Jordan,,Arts__Humanities
1,University_of_Cambridge,United_Kingdom,98.9,Archaeology
2,University_of_Oxford,United_Kingdom,97.7,Archaeology
3,UCL,United_Kingdom,96.1,Archaeology
4,Harvard_University,United_States,90.7,Archaeology
=5,Durham_University,United_Kingdom,90.3,Archaeology
=5,Leiden_University,Netherlands,90.3,Archaeology
7,Stanford_University,United_States,89.5,Archaeology
8,The_Australian_National_University,Australia,88.8,Archaeology
9,University_of_California_Berkeley_UCB,United_States,88.6,Archaeology
10,Sapienza_University_of_Rome,Italy,88.0,Archaeology
11,University_of_California_Los_Angeles_UCLA,United_States,86.9,Archaeology
12,Eberhard_Karls_Universitt_Tbingen,Germany,85.7,Archaeology
13,Peking_University,China_Mainland,85.1,Archaeology
14,Universit_Paris_1_PanthonSorbonne_,France,84.8,Archaeology
=15,Arizona_State_University,United_States,83.7,Archaeology
=15,Freie_Universitaet_Berlin,Germany,83.7,Archaeology
17,ChristianAlbrechtsUniversity_zu_Kiel,Germany,83.6,Archaeology
18,The_University_of_Arizona,United_States,83.5,Archaeology
19,University_of_Pennsylvania,United_States,83.2,Archaeology
20,Yale_University,United_States,82.9,Archaeology
21,RuprechtKarlsUniversitt_Heidelberg,Germany,82.6,Archaeology
22,University_of_MichiganAnn_Arbor,United_States,82.5,Archaeology
23,University_of_Chicago,United_States,82.4,Archaeology
24,The_University_of_Tokyo,Japan,81.7,Archaeology
25,Pennsylvania_State_University,United_States,81.4,Archaeology
=26,Aarhus_University,Denmark,81.2,Archaeology
=26,University_of_York,United_Kingdom,81.2,Archaeology
28,Alma_Mater_Studiorum__University_of_Bologna,Italy,80.5,Archaeology
=29,AixMarseille_University,France,79.8,Archaeology
=29,The_University_of_Sheffield,United_Kingdom,79.8,Archaeology
31,The_University_of_Sydney,Australia,79.7,Archaeology
32,Universidad_Nacional_Autnoma_de_Mxico_UNAM,Mexico,79.5,Archaeology
33,University_of_Copenhagen,Denmark,79.4,Archaeology
34,Brown_University,United_States,79.2,Archaeology
35,University_of_Vienna,Austria,79.1,Archaeology
=36,LudwigMaximiliansUniversitt_Mnchen,Germany,78.8,Archaeology
=36,University_of_Southampton,United_Kingdom,78.8,Archaeology
38,University_of_Texas_at_Austin,United_States,78.7,Archaeology
=39,Columbia_University,United_States,78.6,Archaeology
=39,The_University_of_Auckland,New_Zealand,78.6,Archaeology
=39,The_University_of_Melbourne,Australia,78.6,Archaeology
42,The_University_of_Edinburgh,United_Kingdom,78.5,Archaeology
43,University_of_Glasgow,United_Kingdom,77.9,Archaeology
=44,Sorbonne_University,France,77.7,Archaeology
=44,The_University_of_Exeter,United_Kingdom,77.7,Archaeology
=44,Universidade_de_So_Paulo,Brazil,77.7,Archaeology
47,University_of_British_Columbia,Canada,77.2,Archaeology
48,National_University_of_Singapore_NUS,Singapore,77.1,Archaeology
49,University_of_Toronto,Canada,77.0,Archaeology
=50,Complutense_University_of_Madrid,Spain,76.1,Archaeology
=50,The_University_of_Queensland,Australia,76.1,Archaeology
=50,University_of_Leicester,United_Kingdom,76.1,Archaeology
51-100,Altai_State_University,Russia,,Archaeology
51-100,Aristotle_University_of_Thessaloniki,Greece,,Archaeology
51-100,Fudan_University,China_Mainland,,Archaeology
51-100,Ghent_University,Belgium,,Archaeology
51-100,Griffith_University,Australia,,Archaeology
51-100,HumboldtUniversitt_zu_Berlin,Germany,,Archaeology
51-100,KU_Leuven,Belgium,,Archaeology
51-100,Kyoto_University,Japan,,Archaeology
51-100,La_Trobe_University,Australia,,Archaeology
51-100,Lomonosov_Moscow_State_University,Russia,,Archaeology
51-100,Massachusetts_Institute_of_Technology_MIT_,United_States,,Archaeology
51-100,Monash_University,Australia,,Archaeology
51-100,National_Taiwan_University_NTU,Taiwan,,Archaeology
51-100,New_York_University_NYU,United_States,,Archaeology
51-100,Newcastle_University,United_Kingdom,,Archaeology
51-100,Novosibirsk_State_University,Russia,,Archaeology
51-100,Pontificia_Universidad_Catlica_de_Chile_UC,Chile,,Archaeology
51-100,Pontificia_Universidad_Catlica_del_Per,Peru,,Archaeology
51-100,Princeton_University,United_States,,Archaeology
51-100,Rheinische_FriedrichWilhelmsUniversitt_Bonn,Germany,,Archaeology
51-100,Seoul_National_University,South_Korea,,Archaeology
51-100,Simon_Fraser_University,Canada,,Archaeology
51-100,The_University_of_Adelaide,Australia,,Archaeology
51-100,The_University_of_Manchester,United_Kingdom,,Archaeology
51-100,The_University_of_Western_Australia,Australia,,Archaeology
51-100,Trinity_College_Dublin_The_University_of_Dublin,Ireland,,Archaeology
51-100,Universidad_de_Sevilla,Spain,,Archaeology
51-100,Universit_di_Padova,Italy,,Archaeology
51-100,Universitat_Autnoma_de_Barcelona,Spain,,Archaeology
51-100,Universitat_de_Barcelona,Spain,,Archaeology
51-100,Universit_PSL,France,,Archaeology
51-100,University_College_Dublin,Ireland,,Archaeology
51-100,University_of_Aberdeen,United_Kingdom,,Archaeology
51-100,University_of_Amsterdam,Netherlands,,Archaeology
51-100,University_of_Bordeaux,France,,Archaeology
51-100,University_of_Cologne,Germany,,Archaeology
51-100,University_of_Florida,United_States,,Archaeology
51-100,University_of_Gothenburg,Sweden,,Archaeology
51-100,University_of_Liverpool,United_Kingdom,,Archaeology
51-100,University_of_North_Carolina_Chapel_Hill,United_States,,Archaeology
51-100,University_of_Oslo,Norway,,Archaeology
51-100,University_of_Otago,New_Zealand,,Archaeology
51-100,University_of_Pisa,Italy,,Archaeology
51-100,University_of_Reading,United_Kingdom,,Archaeology
51-100,University_of_Siena,Italy,,Archaeology
51-100,University_of_St_Andrews,United_Kingdom,,Archaeology
51-100,University_of_Washington,United_States,,Archaeology
51-100,University_of_WisconsinMadison,United_States,,Archaeology
51-100,Uppsala_University,Sweden,,Archaeology
101-150,Boston_University,United_States,,Archaeology
101-150,Ca_Foscari_University_of_Venice_,Italy,,Archaeology
101-150,Cairo_University,Egypt,,Archaeology
101-150,Cardiff_University,United_Kingdom,,Archaeology
101-150,Charles_University,Czech_Republic,,Archaeology
101-150,Cornell_University,United_States,,Archaeology
101-150,Flinders_University,Australia,,Archaeology
101-150,GoetheUniversity_Frankfurt_am_Main,Germany,,Archaeology
101-150,Hokkaido_University,Japan,,Archaeology
101-150,James_Cook_University,Australia,,Archaeology
101-150,Jilin_University,China_Mainland,,Archaeology
101-150,Kings_College_London,United_Kingdom,,Archaeology
101-150,Lund_University,Sweden,,Archaeology
101-150,Macquarie_University,Australia,,Archaeology
101-150,McGill_University,Canada,,Archaeology
101-150,Nanyang_Technological_University_Singapore_NTU,Singapore,,Archaeology
101-150,National_and_Kapodistrian_University_of_Athens,Greece,,Archaeology
101-150,Northwest_University_China,China_Mainland,,Archaeology
101-150,Northwestern_University,United_States,,Archaeology
101-150,Queens_University_Belfast,United_Kingdom,,Archaeology
101-150,Saint_Petersburg_State_University,Russia,,Archaeology
101-150,Stockholm_University,Sweden,,Archaeology
101-150,The_University_of_Hong_Kong,Hong_Kong_SAR,,Archaeology
101-150,The_University_of_New_South_Wales_UNSW_Sydney,Australia,,Archaeology
101-150,Tulane_University,United_States,,Archaeology
101-150,Universidad_Autnoma_de_Madrid,Spain,,Archaeology
101-150,Universidad_Nacional_Mayor_de_San_Marcos,Peru,,Archaeology
101-150,Universit_catholique_de_Louvain_UCLouvain,Belgium,,Archaeology
101-150,Universite_libre_de_Bruxelles,Belgium,,Archaeology
101-150,Universit_Lumire_Lyon_2,France,,Archaeology
101-150,University_of_Bern,Switzerland,,Archaeology
101-150,University_of_Bristol,United_Kingdom,,Archaeology
101-150,University_of_Gttingen,Germany,,Archaeology
101-150,University_of_Groningen,Netherlands,,Archaeology
101-150,University_of_Haifa,Israel,,Archaeology
101-150,University_of_Helsinki,Finland,,Archaeology
101-150,University_of_Naples__Federico_II,Italy,,Archaeology
101-150,University_of_Nottingham,United_Kingdom,,Archaeology
101-150,University_of_Pittsburgh,United_States,,Archaeology
101-150,University_of_the_Philippines,Philippines,,Archaeology
101-150,University_of_Turin,Italy,,Archaeology
101-150,University_of_Warsaw_,Poland,,Archaeology
101-150,Utrecht_University,Netherlands,,Archaeology
101-150,Vanderbilt_University,United_States,,Archaeology
101-150,Waseda_University,Japan,,Archaeology
101-150,Washington_State_University,United_States,,Archaeology
101-150,Washington_University_in_St_Louis,United_States,,Archaeology
151-200,Adam_Mickiewicz_University_Pozna,Poland,,Archaeology
151-200,AlbertLudwigsUniversitaet_Freiburg,Germany,,Archaeology
151-200,Gadjah_Mada_University,Indonesia,,Archaeology
151-200,Johannes_Gutenberg_Universitt_Mainz,Germany,,Archaeology
151-200,Ko_University,Turkey,,Archaeology
151-200,Korea_University,South_Korea,,Archaeology
151-200,LN_Gumilyov_Eurasian_National_University_ENU,Kazakhstan,,Archaeology
151-200,MartinLutherUniversitt_HalleWittenberg,Germany,,Archaeology
151-200,Nagoya_University,Japan,,Archaeology
151-200,Nanjing_University,China_Mainland,,Archaeology
151-200,Politecnico_di_Milano,Italy,,Archaeology
151-200,Pusan_National_University,South_Korea,,Archaeology
151-200,Texas_AM_University,United_States,,Archaeology
151-200,The_Chinese_University_of_Hong_Kong_CUHK,Hong_Kong_SAR,,Archaeology
151-200,The_Hebrew_University_of_Jerusalem,Israel,,Archaeology
151-200,Tohoku_University,Japan,,Archaeology
151-200,Tomsk_State_University,Russia,,Archaeology
151-200,Tsinghua_University,China_Mainland,,Archaeology
151-200,Universidad_de_los_Andes,Colombia,,Archaeology
151-200,Universidade_de_Santiago_de_Compostela,Spain,,Archaeology
151-200,Universit_degli_studi_Roma_Tre,Italy,,Archaeology
151-200,Universitt_Innsbruck,Austria,,Archaeology
151-200,Universitat_Pompeu_Fabra_Barcelona,Spain,,Archaeology
151-200,Universit_de_Strasbourg,France,,Archaeology
151-200,Universit_de_Toulouse_IILe_Mirail,France,,Archaeology
151-200,Universit_Laval,Canada,,Archaeology
151-200,Universit_ParisNanterre,France,,Archaeology
151-200,Universit_ParisSaclay,France,,Archaeology
151-200,Universiti_Kebangsaan_Malaysia_UKM,Malaysia,,Archaeology
151-200,Universiti_Sains_Malaysia_USM,Malaysia,,Archaeology
151-200,University_of_Alberta,Canada,,Archaeology
151-200,University_of_Bari,Italy,,Archaeology
151-200,University_of_Basel,Switzerland,,Archaeology
151-200,University_of_Bergen,Norway,,Archaeology
151-200,University_of_Birmingham,United_Kingdom,,Archaeology
151-200,University_of_Bradford,United_Kingdom,,Archaeology
151-200,University_of_Calgary,Canada,,Archaeology
151-200,University_of_Cape_Town,South_Africa,,Archaeology
